Transaction Number,Transaction Date,Product ID,Product Category,Subcategories,Excursion Name,Excursion Type,Price pP,Units Sold,Days to Excursion,Excursion Date,Channel ID,Sales Channel,Sales Method,Client ID,Client Name,Gender,Generation,Marital Status,Email,Client Segment
11,2022-10-10,1,Culture,Guided Tour,Receive act,Personalized,96.47,7,5,2022-10-15,2,Travel Agency,Card,11,Kristen Carlson,Female,Gen Z,Married,jonathan75@example.org,Family
12,2022-08-29,4,Spa&Relax,Self-Guided,International article,Morning,178.53,4,12,2022-09-10,1,Website,PayPal,12,Jose Morse,Female,Gen Z,Widowed,mikeclark@example.net,Budget Traveler
13,2022-04-05,6,Family,VIP Experience,Training every that,Evening,27.32,10,1,2022-04-06,4,Travel Agency,PayPal,13,Jonathan Nunez,Female,Millennial,Divorced,yalvarado@example.com,Business Traveler
14,2022-07-27,2,Sport,Self-Guided,From foreign,Morning,191.55,8,25,2022-08-21,1,Travel Agency,Transaction,14,Cynthia Simmons,Male,Gen X,Widowed,mdavis@example.net,Luxury Seeker
15,2022-05-13,4,Spa&Relax,Walking Tour,Main able full,Evening,142.2,2,8,2022-05-21,1,Website,Card,15,Daniel Park,Male,Millennial,Single,olsondavid@example.com,Luxury Seeker
16,2022-09-23,1,Culture,Guided Tour,Finish within eat,Evening,109.46,7,7,2022-09-30,3,Travel Agency,Card,16,Jeremy Davis,Male,Gen Z,Widowed,katherineyang@example.net,Business Traveler
17,2022-03-11,2,Sport,Self-Guided,However daughter officer,Whole Day,57.31,5,2,2022-03-13,2,Website,PayPal,17,John Wilson,Male,Gen X,Single,whitejustin@example.net,Family
18,2022-05-20,3,Adventure,VIP Experience,Stay score time dinner,Morning,166.47,2,5,2022-05-25,1,Travel Agency,Transaction,18,Steven Duke,Male,Millennial,Single,reneepatel@example.net,Budget Traveler
19,2022-02-16,3,Adventure,Guided Tour,This happy person,Evening,109.2,6,29,2022-03-17,4,Mobile App,Card,19,Alexis Brown,Female,Boomer,Widowed,dcampbell@example.com,Solo Traveler
20,2022-12-22,6,Family,Group Tour,If,Personalized,43.17,4,14,2023-01-05,1,Website,Transaction,20,Blake Allen,Female,Millennial,Widowed,kmills@example.net,Budget Traveler
21,2022-11-25,5,Gastronomy,Group Tour,Soldier environmental second upon,Evening,72.31,7,8,2022-12-03,3,Mobile App,Transaction,21,Frederick Williams,Female,Gen Z,Married,jason93@example.net,Family
22,2022-11-07,4,Spa&Relax,Walking Tour,Project staff,Morning,67.82,6,22,2022-11-29,3,Partner Site,Card,22,Jean Myers,Male,Gen X,Widowed,monicagonzalez@example.net,Family
23,2022-02-27,1,Culture,Walking Tour,Per outside,Personalized,67.97,9,6,2022-03-05,1,Partner Site,PayPal,23,Julie Hale,Female,Gen X,Married,yramirez@example.com,Budget Traveler
24,2022-11-09,1,Culture,VIP Experience,Information quite south,Evening,168.04,9,29,2022-12-08,1,Travel Agency,PayPal,24,Mary Banks,Male,Millennial,Divorced,ygordon@example.com,Solo Traveler
25,2022-08-15,4,Spa&Relax,Walking Tour,Little step,Whole Day,175.11,5,15,2022-08-30,2,Travel Agency,Card,25,Tammy Wilson,Male,Boomer,Divorced,catherinegutierrez@example.com,Family
26,2022-12-20,5,Gastronomy,Bus Tour,Mind write,Personalized,180.24,5,24,2023-01-13,2,Mobile App,Transaction,26,Jon Knight,Male,Gen X,Married,cassandra19@example.net,Solo Traveler
27,2022-08-17,3,Adventure,Group Tour,Book rich,Whole Day,188.45,7,8,2022-08-25,4,Website,PayPal,27,Eric Griffin,Female,Gen Z,Divorced,bethwilson@example.net,Family
28,2022-04-21,3,Adventure,Guided Tour,Analysis significant,Personalized,50.87,9,9,2022-04-30,2,Partner Site,Transaction,28,Jillian Terry,Male,Gen X,Single,tammymiller@example.net,Business Traveler
29,2022-11-02,3,Adventure,Self-Guided,Book power good,Personalized,51.12,9,15,2022-11-17,2,Website,Transaction,29,Brandi Bates,Male,Gen X,Widowed,grace27@example.org,Solo Traveler
30,2022-09-06,5,Gastronomy,Group Tour,Suffer enough for,Personalized,151.29,7,25,2022-10-01,1,Partner Site,Card,30,Vanessa Howe,Female,Gen X,Widowed,darrell17@example.com,Budget Traveler
31,2022-10-19,1,Culture,Bus Tour,Specific upon,Evening,182.07,8,9,2022-10-28,3,Website,Card,31,Nicole Manning,Female,Boomer,Widowed,gpeterson@example.org,Luxury Seeker
32,2022-11-01,2,Sport,Group Tour,Age learn remember,Half Day,171.9,7,29,2022-11-30,2,Website,Card,32,Jesse Martinez,Female,Boomer,Widowed,michaelbennett@example.net,Family
33,2022-03-13,2,Sport,Self-Guided,Run case,Evening,119.3,7,28,2022-04-10,4,Travel Agency,Card,33,Colleen Vincent,Female,Gen Z,Married,wyatt39@example.net,Luxury Seeker
34,2022-09-13,1,Culture,Walking Tour,Worry people former,Half Day,69.91,9,28,2022-10-11,4,Website,PayPal,34,Shannon Mccullough,Female,Boomer,Divorced,swalters@example.com,Family
35,2022-05-26,6,Family,Walking Tour,Enough hand,Personalized,142.11,2,23,2022-06-18,4,Mobile App,Transaction,35,Julie Hall,Male,Boomer,Widowed,caitlin99@example.net,Luxury Seeker
36,2022-11-08,5,Gastronomy,VIP Experience,Whose simply group,Whole Day,111.99,4,26,2022-12-04,4,Website,Card,36,Lindsay Carr,Female,Boomer,Single,lbuchanan@example.com,Luxury Seeker
37,2022-09-02,2,Sport,Bus Tour,Soldier exist night floor,Personalized,111.73,5,7,2022-09-09,4,Mobile App,Card,37,Dustin Moore,Female,Millennial,Married,morrisjessica@example.net,Family
38,2022-10-09,6,Family,Group Tour,Value style than,Morning,192.81,2,7,2022-10-16,1,Travel Agency,Card,38,Charlene Gordon,Female,Boomer,Widowed,pwest@example.net,Budget Traveler
39,2022-05-23,3,Adventure,Walking Tour,Lay such,Whole Day,68.31,8,17,2022-06-09,4,Travel Agency,Card,39,Daniel Harris,Female,Millennial,Single,simsscott@example.net,Family
40,2022-11-30,2,Sport,VIP Experience,Whom green stop,Whole Day,126.91,7,20,2022-12-20,2,Travel Agency,Transaction,40,Chelsea Larson,Female,Gen Z,Single,debra16@example.com,Business Traveler
41,2022-02-19,5,Gastronomy,Walking Tour,Then real,Personalized,49.65,4,24,2022-03-15,3,Partner Site,Card,41,Sara Nelson,Male,Boomer,Single,sharris@example.com,Business Traveler
42,2022-01-20,2,Sport,Self-Guided,Poor defense,Personalized,181.56,9,29,2022-02-18,4,Partner Site,Transaction,42,Tyler Black,Male,Gen X,Divorced,andersoncourtney@example.com,Budget Traveler
43,2022-11-18,5,Gastronomy,Self-Guided,Race four,Personalized,72.23,1,28,2022-12-16,3,Partner Site,Transaction,43,Susan Smith,Female,Millennial,Widowed,tammyjones@example.net,Solo Traveler
44,2022-08-03,4,Spa&Relax,Bus Tour,Forward for control,Morning,98.03,6,30,2022-09-02,2,Travel Agency,PayPal,44,Julie Gross,Male,Gen X,Divorced,rmoore@example.com,Luxury Seeker
45,2022-01-23,5,Gastronomy,Guided Tour,Else,Morning,166.94,4,25,2022-02-17,2,Travel Agency,Card,45,Ann Farmer,Male,Millennial,Widowed,lindahayes@example.org,Family
46,2022-05-25,1,Culture,VIP Experience,Live open,Whole Day,128.13,5,27,2022-06-21,3,Partner Site,Transaction,46,Paul Knight,Male,Millennial,Single,matthew09@example.com,Business Traveler
47,2022-01-20,2,Sport,Group Tour,Environment produce election,Half Day,84.18,10,10,2022-01-30,1,Mobile App,Card,47,Melissa Keller,Female,Boomer,Widowed,bowmanerin@example.org,Family
48,2022-11-07,3,Adventure,Bus Tour,Why blood,Personalized,168.86,3,23,2022-11-30,4,Website,Card,48,Ryan Garrett,Male,Gen X,Married,marygreen@example.org,Business Traveler
49,2022-11-04,1,Culture,Walking Tour,Way nice,Whole Day,123.48,7,15,2022-11-19,2,Partner Site,PayPal,49,Cathy Wilson,Female,Millennial,Single,wilsonsandy@example.net,Luxury Seeker
50,2022-09-11,2,Sport,Self-Guided,Organization course,Evening,47.64,5,28,2022-10-09,2,Travel Agency,PayPal,50,Jeffrey Oliver,Male,Millennial,Single,gomezdavid@example.org,Solo Traveler
51,2022-04-13,3,Adventure,Self-Guided,Society area spring,Morning,185.12,7,14,2022-04-27,4,Website,Card,51,Alyssa Salinas,Female,Gen Z,Widowed,vglover@example.org,Budget Traveler
52,2022-07-09,1,Culture,VIP Experience,Himself level price,Morning,194.9,6,3,2022-07-12,4,Partner Site,Card,52,Amy Farmer,Male,Gen X,Widowed,vbrown@example.net,Business Traveler
53,2022-12-07,6,Family,Guided Tour,Represent face,Evening,36.74,2,9,2022-12-16,4,Website,Transaction,53,Brandon Perez,Female,Boomer,Single,andrew14@example.net,Budget Traveler
54,2022-04-19,6,Family,Group Tour,Look,Personalized,34.56,9,23,2022-05-12,4,Partner Site,Transaction,54,Denise Barr,Male,Gen X,Single,manuelgarcia@example.org,Business Traveler
55,2022-10-14,4,Spa&Relax,Guided Tour,Ten item,Half Day,128.36,8,21,2022-11-04,3,Website,Transaction,55,Michael Moore,Female,Gen Z,Divorced,debra11@example.org,Solo Traveler
56,2022-12-28,3,Adventure,Group Tour,Bad these,Half Day,157.08,1,3,2022-12-31,1,Website,PayPal,56,Ashley Perry,Female,Gen Z,Divorced,morgancruz@example.net,Budget Traveler
57,2022-09-28,6,Family,Self-Guided,Foreign player,Evening,112.86,10,14,2022-10-12,1,Website,Card,57,Joshua Atkinson,Female,Gen Z,Widowed,ifrench@example.com,Budget Traveler
58,2022-06-08,3,Adventure,Group Tour,Sense,Half Day,126.03,1,30,2022-07-08,2,Travel Agency,Transaction,58,Tracy Kaiser,Female,Millennial,Married,mark68@example.net,Solo Traveler
59,2022-11-26,5,Gastronomy,Guided Tour,Keep whether,Evening,197.37,7,26,2022-12-22,2,Mobile App,Card,59,Sherry Harvey,Female,Boomer,Single,lbradley@example.com,Budget Traveler
60,2022-05-09,4,Spa&Relax,Bus Tour,Billion whole each,Whole Day,154.57,7,5,2022-05-14,2,Mobile App,PayPal,60,Sheila Cardenas,Female,Millennial,Married,christina07@example.net,Solo Traveler
61,2022-09-27,1,Culture,Walking Tour,Final lawyer store,Half Day,72.04,2,5,2022-10-02,3,Travel Agency,PayPal,61,Kyle Ball,Male,Gen Z,Married,lisahall@example.com,Business Traveler
62,2022-11-14,4,Spa&Relax,Guided Tour,Boy you finally,Personalized,39.72,9,17,2022-12-01,1,Mobile App,Card,62,Gary Mcdaniel,Female,Gen X,Married,angelasmith@example.org,Family
63,2022-01-30,1,Culture,Guided Tour,Economic impact pattern,Morning,186.71,3,19,2022-02-18,4,Mobile App,PayPal,63,Jorge Glover,Female,Boomer,Married,nealkatelyn@example.com,Family
64,2022-07-25,6,Family,VIP Experience,Both analysis,Whole Day,129.41,8,11,2022-08-05,1,Mobile App,Card,64,Jordan Schneider,Male,Boomer,Married,helen44@example.com,Luxury Seeker
65,2022-11-29,2,Sport,VIP Experience,Simple successful,Personalized,48.4,4,25,2022-12-24,2,Travel Agency,PayPal,65,Jared Anderson,Female,Gen Z,Married,hartkristen@example.org,Business Traveler
66,2022-12-09,1,Culture,Self-Guided,Account evening,Morning,71.41,5,16,2022-12-25,1,Partner Site,Transaction,66,Meghan Anderson,Female,Boomer,Divorced,rachel82@example.org,Family
67,2022-06-07,2,Sport,Self-Guided,Ground feel its,Whole Day,185.77,7,7,2022-06-14,1,Travel Agency,Card,67,Sharon Horn,Male,Gen X,Single,patelwilliam@example.net,Family
68,2022-07-22,1,Culture,Walking Tour,Politics fear skin,Evening,175.69,8,22,2022-08-13,4,Travel Agency,PayPal,68,Jimmy Griffin,Female,Millennial,Widowed,guywood@example.com,Budget Traveler
69,2022-11-03,3,Adventure,Self-Guided,Who range back sense,Morning,81.53,10,1,2022-11-04,3,Mobile App,PayPal,69,Heather Herrera,Female,Millennial,Widowed,bowenjennifer@example.com,Luxury Seeker
70,2022-03-19,2,Sport,Guided Tour,Leg technology,Evening,172.82,10,15,2022-04-03,3,Mobile App,PayPal,70,Sarah Garza,Male,Gen X,Divorced,youngsusan@example.com,Family
71,2022-04-06,4,Spa&Relax,Bus Tour,Best soldier,Whole Day,49.42,3,19,2022-04-25,4,Partner Site,Card,71,Emma Cochran,Female,Millennial,Widowed,uterrell@example.net,Business Traveler
72,2022-03-27,1,Culture,Walking Tour,Form name,Personalized,37.35,3,6,2022-04-02,3,Partner Site,Card,72,Willie Contreras,Female,Gen Z,Married,autumn00@example.com,Business Traveler
73,2022-04-13,1,Culture,VIP Experience,That list dinner,Personalized,83.83,9,16,2022-04-29,4,Website,PayPal,73,Marcus Whitaker,Female,Gen Z,Single,garciatanya@example.org,Luxury Seeker
74,2022-02-07,4,Spa&Relax,Self-Guided,Leg,Personalized,123.45,8,28,2022-03-07,2,Travel Agency,Card,74,Raymond Maldonado,Female,Boomer,Married,elizabeth95@example.com,Family
75,2022-07-27,1,Culture,Walking Tour,Yes and century,Morning,149.63,10,13,2022-08-09,2,Website,Transaction,75,Jeffrey Mcdonald,Male,Gen X,Divorced,pmendoza@example.org,Solo Traveler
76,2022-11-23,3,Adventure,Walking Tour,Thousand onto him,Morning,26.85,6,20,2022-12-13,1,Partner Site,Transaction,76,Tammy Glover,Female,Gen Z,Widowed,amyharrison@example.com,Budget Traveler
77,2022-11-22,3,Adventure,Group Tour,Decide agreement,Half Day,103.03,1,8,2022-11-30,4,Website,Card,77,William Wilson,Female,Gen Z,Single,ywhite@example.net,Business Traveler
78,2022-12-15,4,Spa&Relax,Walking Tour,Mission shoulder consider,Personalized,133.17,4,4,2022-12-19,4,Mobile App,Transaction,78,Christopher Elliott,Male,Boomer,Widowed,valdezjoseph@example.com,Family
79,2022-07-30,5,Gastronomy,VIP Experience,Scene fact hour,Personalized,114.4,8,1,2022-07-31,4,Partner Site,Transaction,79,Matthew Baldwin,Male,Gen Z,Single,hosborn@example.net,Family
80,2022-05-09,3,Adventure,Self-Guided,Will part them,Whole Day,95.79,4,24,2022-06-02,2,Mobile App,Transaction,80,Mrs. Angela Carey,Male,Boomer,Widowed,jacobjohnson@example.com,Budget Traveler
81,2022-04-26,5,Gastronomy,Group Tour,Believe painting,Morning,172.72,9,2,2022-04-28,4,Mobile App,Transaction,81,Elizabeth Vazquez PhD,Female,Gen X,Widowed,wking@example.net,Budget Traveler
82,2022-01-06,6,Family,VIP Experience,Fine collection,Personalized,102.77,3,19,2022-01-25,2,Website,Transaction,82,Reginald Cohen,Female,Gen X,Divorced,wendy16@example.org,Solo Traveler
83,2022-02-05,5,Gastronomy,Group Tour,Right respond seem,Whole Day,88.32,9,27,2022-03-04,3,Website,Transaction,83,Donna Davis,Male,Gen Z,Single,brownjeffrey@example.com,Business Traveler
84,2022-08-16,2,Sport,Guided Tour,Even,Whole Day,93.4,7,7,2022-08-23,2,Website,PayPal,84,Sonya Baker,Female,Boomer,Married,darrylgoodman@example.org,Business Traveler
85,2022-06-15,2,Sport,Group Tour,Again the serious,Whole Day,126.6,5,17,2022-07-02,1,Website,Card,85,Ronald Saunders,Male,Boomer,Married,awatkins@example.org,Business Traveler
86,2022-10-09,1,Culture,Guided Tour,Project benefit marriage,Evening,76.16,10,22,2022-10-31,2,Website,Card,86,Katie Smith,Male,Gen X,Single,joshuatapia@example.com,Luxury Seeker
87,2022-05-08,6,Family,Group Tour,Adult sense,Morning,135.62,9,6,2022-05-14,1,Travel Agency,PayPal,87,Jill Murray,Male,Millennial,Divorced,nicholasgeorge@example.com,Solo Traveler
88,2022-12-28,2,Sport,Group Tour,Difficult people three,Half Day,196.24,9,17,2023-01-14,1,Mobile App,Card,88,Toni Graham,Male,Gen X,Married,davismark@example.org,Luxury Seeker
89,2022-01-18,3,Adventure,Guided Tour,He new serve,Evening,28.75,2,27,2022-02-14,1,Website,Card,89,Michelle Norris,Male,Gen Z,Widowed,carlos79@example.org,Luxury Seeker
90,2022-02-12,5,Gastronomy,VIP Experience,Kid rest,Whole Day,188.18,2,17,2022-03-01,2,Mobile App,Card,90,Erica Sullivan,Male,Gen X,Married,amartinez@example.com,Solo Traveler
91,2022-01-24,2,Sport,Walking Tour,Involve drive recognize second,Whole Day,33.94,8,12,2022-02-05,3,Partner Site,Card,91,Stephen Bolton,Male,Gen X,Single,pscott@example.com,Budget Traveler
92,2022-04-11,5,Gastronomy,Walking Tour,Back despite program,Whole Day,129.4,8,19,2022-04-30,1,Partner Site,Transaction,92,Meredith Bush,Male,Gen X,Single,jonkeith@example.org,Budget Traveler
93,2022-01-08,1,Culture,Self-Guided,Floor,Whole Day,139.54,5,23,2022-01-31,1,Mobile App,Card,93,Tonya Henson,Female,Gen Z,Single,tiffanymay@example.com,Budget Traveler
94,2022-08-09,5,Gastronomy,Group Tour,Property early,Morning,30.79,9,6,2022-08-15,2,Travel Agency,PayPal,94,Monica Boyer,Male,Millennial,Single,adrianhawkins@example.org,Business Traveler
95,2022-12-30,2,Sport,VIP Experience,Matter here truth,Whole Day,98.99,10,16,2023-01-15,1,Partner Site,Transaction,95,Thomas Gray,Male,Boomer,Single,francoaustin@example.net,Business Traveler
96,2022-12-20,1,Culture,Self-Guided,Of sea,Morning,39.95,2,3,2022-12-23,3,Travel Agency,Transaction,96,Rebecca Davis,Male,Boomer,Divorced,jenniferberry@example.net,Solo Traveler
97,2022-06-17,1,Culture,VIP Experience,Cover into his,Morning,120.0,5,3,2022-06-20,2,Partner Site,Transaction,97,Howard Santiago,Male,Millennial,Widowed,hoffmanangie@example.org,Family
98,2022-03-30,2,Sport,Group Tour,Feeling require his,Half Day,74.21,8,29,2022-04-28,1,Partner Site,Card,98,Gerald Mitchell,Male,Millennial,Divorced,hgolden@example.net,Solo Traveler
99,2022-09-20,1,Culture,VIP Experience,Candidate as,Whole Day,180.87,9,11,2022-10-01,2,Partner Site,Transaction,99,Caitlin Moore,Female,Millennial,Widowed,krystallewis@example.com,Family
100,2022-03-22,1,Culture,Bus Tour,Answer,Morning,114.94,6,27,2022-04-18,1,Website,Transaction,100,Amanda Young,Female,Gen X,Widowed,lisalloyd@example.net,Solo Traveler
101,2022-06-22,4,Spa&Relax,Walking Tour,Site really water dinner,Evening,171.85,6,3,2022-06-25,4,Travel Agency,PayPal,101,Julia Graham,Male,Boomer,Single,dawn08@example.net,Budget Traveler
102,2022-11-29,6,Family,Group Tour,Have all,Whole Day,190.19,5,28,2022-12-27,2,Website,Card,102,Raymond Lynch,Male,Boomer,Married,julie37@example.com,Family
103,2022-04-12,5,Gastronomy,Group Tour,Federal bag woman wait,Personalized,45.91,9,8,2022-04-20,1,Partner Site,Transaction,103,Kayla Blackwell,Female,Gen Z,Single,jessica52@example.net,Solo Traveler
104,2022-12-23,6,Family,VIP Experience,State food,Evening,180.19,7,30,2023-01-22,1,Website,Transaction,104,Lisa Scott,Female,Millennial,Divorced,garypeterson@example.org,Solo Traveler
105,2022-04-11,3,Adventure,Walking Tour,Throughout sell,Evening,73.56,9,11,2022-04-22,1,Partner Site,PayPal,105,Brittany Ibarra,Female,Millennial,Divorced,pgates@example.org,Family
106,2022-10-13,6,Family,VIP Experience,Until degree,Half Day,91.98,3,14,2022-10-27,4,Mobile App,Transaction,106,Brett Kemp,Female,Gen Z,Single,danielmartinez@example.net,Luxury Seeker
107,2022-09-29,2,Sport,Guided Tour,Manage walk,Morning,184.54,10,18,2022-10-17,3,Website,PayPal,107,Sheena Fisher,Female,Millennial,Married,huntjulia@example.org,Solo Traveler
108,2022-03-24,4,Spa&Relax,Bus Tour,Risk compare under,Evening,36.02,6,15,2022-04-08,4,Website,PayPal,108,Bruce Garcia,Male,Gen Z,Single,blackburnandrea@example.net,Luxury Seeker
109,2022-10-11,1,Culture,Guided Tour,Movement,Evening,110.28,2,4,2022-10-15,4,Travel Agency,Transaction,109,Mr. Stephen Clark,Male,Millennial,Single,lopezlinda@example.net,Business Traveler
110,2022-02-02,4,Spa&Relax,Group Tour,Population no yeah institution,Half Day,167.45,9,2,2022-02-04,3,Website,Card,110,Candice Garrison,Male,Boomer,Married,annarussell@example.net,Family
111,2022-10-12,5,Gastronomy,Self-Guided,Player nation entire,Evening,146.86,7,1,2022-10-13,1,Partner Site,Card,111,Evan Shea,Female,Gen Z,Married,iwhite@example.org,Family
112,2022-12-09,3,Adventure,Bus Tour,Measure night gun,Half Day,175.1,9,24,2023-01-02,4,Mobile App,PayPal,112,Wendy Hayes,Female,Gen Z,Widowed,dmason@example.com,Budget Traveler
113,2022-08-05,1,Culture,VIP Experience,Notice condition exist,Whole Day,51.2,5,9,2022-08-14,1,Travel Agency,Transaction,113,Christopher Gonzalez,Male,Boomer,Widowed,savannah86@example.com,Luxury Seeker
114,2022-07-19,4,Spa&Relax,VIP Experience,Agreement rise,Evening,157.02,1,7,2022-07-26,1,Partner Site,Card,114,Charlene Barton,Male,Gen Z,Single,gilmorebarbara@example.com,Business Traveler
115,2022-12-19,3,Adventure,Walking Tour,Eight certain stock,Personalized,196.88,5,6,2022-12-25,4,Website,PayPal,115,Steven Baker,Female,Gen X,Single,davissteven@example.net,Luxury Seeker
116,2022-08-12,1,Culture,Guided Tour,Simple spring station,Evening,194.64,5,7,2022-08-19,3,Travel Agency,Card,116,Michael Webster,Female,Boomer,Divorced,paula65@example.net,Budget Traveler
117,2022-05-26,4,Spa&Relax,Walking Tour,Quality result blood,Morning,193.91,1,7,2022-06-02,1,Travel Agency,PayPal,117,David Nelson,Male,Millennial,Widowed,paige45@example.org,Business Traveler
118,2022-06-13,1,Culture,Walking Tour,Note this could,Half Day,26.2,2,5,2022-06-18,3,Mobile App,PayPal,118,Susan Lee,Male,Gen Z,Widowed,melvin70@example.net,Solo Traveler
119,2022-09-18,4,Spa&Relax,VIP Experience,Author listen,Morning,148.21,8,22,2022-10-10,3,Travel Agency,Card,119,Dr. Jamie Trujillo,Female,Boomer,Married,kevin66@example.com,Family
120,2022-07-21,1,Culture,Group Tour,Various around,Personalized,103.92,7,1,2022-07-22,3,Travel Agency,Transaction,120,Rebecca Joseph,Female,Millennial,Married,emartinez@example.org,Budget Traveler
121,2022-05-30,3,Adventure,Walking Tour,Benefit than,Whole Day,21.44,9,21,2022-06-20,1,Travel Agency,Transaction,121,Carol Lewis,Male,Gen Z,Married,patricia96@example.org,Family
122,2022-05-27,4,Spa&Relax,Walking Tour,Minute take community,Personalized,30.58,4,28,2022-06-24,4,Travel Agency,Transaction,122,Laurie Lang,Male,Boomer,Widowed,andrew44@example.org,Family
123,2022-06-18,5,Gastronomy,Walking Tour,Suffer,Personalized,160.86,4,17,2022-07-05,4,Travel Agency,Card,123,Kimberly Cain,Female,Gen Z,Widowed,amanda61@example.net,Budget Traveler
124,2022-02-12,3,Adventure,Self-Guided,Exist keep first,Whole Day,180.57,6,5,2022-02-17,3,Mobile App,Transaction,124,Troy Reynolds,Male,Boomer,Married,laurageorge@example.net,Solo Traveler
125,2022-01-05,1,Culture,VIP Experience,Which,Half Day,68.55,5,9,2022-01-14,3,Mobile App,PayPal,125,Mary Hahn,Male,Millennial,Divorced,deborahwilliams@example.com,Family
126,2022-05-18,5,Gastronomy,Walking Tour,Record shake let ever,Whole Day,112.02,8,19,2022-06-06,1,Travel Agency,PayPal,126,Travis Lewis,Female,Boomer,Married,sarah97@example.org,Family
127,2022-05-05,5,Gastronomy,Walking Tour,Front ahead reason,Half Day,169.07,9,16,2022-05-21,1,Travel Agency,Transaction,127,Christina Lee,Male,Millennial,Single,michelle31@example.com,Budget Traveler
128,2022-10-09,6,Family,Guided Tour,Window main,Personalized,152.12,7,15,2022-10-24,3,Partner Site,Card,128,Todd Dominguez,Female,Gen Z,Single,masonwilliam@example.org,Budget Traveler
129,2022-10-17,4,Spa&Relax,VIP Experience,After certainly,Personalized,52.17,10,5,2022-10-22,4,Mobile App,Card,129,Samantha Williams,Female,Boomer,Widowed,julie52@example.com,Budget Traveler
130,2022-03-22,6,Family,Guided Tour,Debate base,Morning,166.85,8,20,2022-04-11,4,Travel Agency,Card,130,Tyler Meyer,Male,Millennial,Single,terry88@example.com,Budget Traveler
131,2022-06-12,5,Gastronomy,VIP Experience,Whom he,Evening,43.69,6,23,2022-07-05,2,Website,Card,131,Albert Terry,Female,Boomer,Single,stonephilip@example.net,Business Traveler
132,2022-03-09,4,Spa&Relax,Self-Guided,Clearly dinner field,Half Day,52.46,8,5,2022-03-14,1,Website,PayPal,132,Jordan Davis,Female,Boomer,Widowed,ccochran@example.net,Solo Traveler
133,2022-04-10,4,Spa&Relax,Self-Guided,Near avoid,Personalized,65.03,5,12,2022-04-22,2,Website,Transaction,133,Sharon Ford,Male,Millennial,Widowed,stephanie13@example.org,Family
134,2022-08-18,4,Spa&Relax,Guided Tour,Moment science,Evening,73.89,7,19,2022-09-06,4,Website,Card,134,Brenda Perry,Male,Millennial,Divorced,josephpope@example.com,Business Traveler
135,2022-06-17,6,Family,Group Tour,He safe,Evening,135.19,5,18,2022-07-05,1,Partner Site,PayPal,135,Melissa Rice,Female,Millennial,Single,loganramirez@example.org,Luxury Seeker
136,2022-11-22,1,Culture,Bus Tour,Experience leave find,Personalized,34.94,10,30,2022-12-22,4,Mobile App,Transaction,136,Rebecca Lopez,Male,Millennial,Married,shelby79@example.org,Business Traveler
137,2022-02-18,4,Spa&Relax,Group Tour,Music kind campaign couple,Half Day,52.17,1,15,2022-03-05,4,Website,Transaction,137,Brian Thomas,Male,Millennial,Divorced,riverajoseph@example.org,Budget Traveler
