Transaction Number,Transaction Date,Product ID,Product Category,Subcategories,Excursion Name,Excursion Type,Price pP,Units Sold,Days to Excursion,Excursion Date,Channel ID,Sales Channel,Sales Method,Client ID,Client Name,Gender,Generation,Marital Status,Email,Client Segment
40,2024-09-09,1,Culture,Self-Guided,List whether fish,Evening,61.03,5,23,2024-10-02,1,Mobile App,Transaction,40,Meghan Brown,Male,Boomer,Divorced,knoxalan@example.org,Budget Traveler
41,2024-12-14,2,Sport,Walking Tour,Run nation,Evening,67.14,7,26,2025-01-09,3,Partner Site,Transaction,41,Paula Murray,Male,Gen X,Divorced,xwatkins@example.com,Budget Traveler
42,2024-11-04,4,Spa&Relax,Guided Tour,Nor help,Whole Day,83.81,7,29,2024-12-03,1,Website,Card,42,Jonathan Miles,Male,Millennial,Divorced,chelsea94@example.net,Luxury Seeker
43,2024-11-29,1,Culture,Guided Tour,Democratic town,Half Day,151.14,5,26,2024-12-25,4,Website,Transaction,43,Ann Lynch,Female,Millennial,Divorced,tracy50@example.net,Business Traveler
44,2024-02-08,2,Sport,Self-Guided,Society series,Morning,73.01,8,5,2024-02-13,1,Travel Agency,PayPal,44,Samuel Garcia,Female,Gen Z,Married,garciatodd@example.com,Solo Traveler
45,2024-06-21,3,Adventure,Guided Tour,Keep surface,Half Day,118.73,3,30,2024-07-21,2,Partner Site,Transaction,45,Samantha Marsh,Female,Gen Z,Widowed,carrolljason@example.org,Business Traveler
46,2024-05-31,6,Family,Self-Guided,That tonight maintain,Personalized,154.92,3,22,2024-06-22,4,Partner Site,PayPal,46,Olivia Clark,Female,Millennial,Widowed,smayo@example.com,Solo Traveler
47,2024-04-10,1,Culture,Self-Guided,Business should movie military,Morning,24.34,5,4,2024-04-14,3,Travel Agency,Transaction,47,Beverly Jackson,Male,Gen Z,Widowed,karensherman@example.com,Solo Traveler
48,2024-11-06,5,Gastronomy,Self-Guided,Compare,Evening,62.27,7,19,2024-11-25,3,Mobile App,Card,48,Benjamin Oliver,Female,Gen X,Single,william08@example.org,Luxury Seeker
49,2024-11-26,1,Culture,Guided Tour,Side smile,Half Day,42.78,3,22,2024-12-18,4,Website,PayPal,49,Donna Porter,Male,Millennial,Divorced,pageashlee@example.org,Business Traveler
50,2024-02-18,3,Adventure,VIP Experience,How would create,Half Day,134.04,4,20,2024-03-09,2,Partner Site,Transaction,50,Brian Thomas,Female,Gen Z,Widowed,twilliams@example.org,Budget Traveler
51,2024-02-07,6,Family,Group Tour,Before possible,Personalized,176.85,3,25,2024-03-03,3,Website,PayPal,51,Bobby Hicks,Male,Millennial,Widowed,barnesjeremy@example.net,Solo Traveler
52,2024-01-05,2,Sport,VIP Experience,Hand likely fall,Evening,73.11,6,3,2024-01-08,3,Partner Site,PayPal,52,Donna Obrien,Female,Gen Z,Widowed,amanda68@example.org,Family
53,2024-09-23,1,Culture,Group Tour,On could management president,Morning,80.51,3,6,2024-09-29,4,Website,Card,53,Anthony Lopez Jr.,Female,Gen X,Married,anthony68@example.org,Luxury Seeker
54,2024-09-05,6,Family,Bus Tour,Knowledge authority money,Evening,126.44,7,20,2024-09-25,2,Partner Site,Transaction,54,Angela Kelly,Female,Gen X,Widowed,ryan59@example.com,Business Traveler
55,2024-08-19,5,Gastronomy,Walking Tour,Standard executive reality,Personalized,81.83,1,9,2024-08-28,3,Travel Agency,Card,55,Collin Ritter,Male,Boomer,Widowed,jeffreygonzales@example.com,Budget Traveler
56,2024-11-09,6,Family,Walking Tour,Building arm dream,Evening,24.12,6,7,2024-11-16,3,Mobile App,PayPal,56,Selena Carter,Male,Boomer,Widowed,jonathan29@example.net,Budget Traveler
57,2024-06-05,3,Adventure,VIP Experience,We,Morning,60.77,9,22,2024-06-27,1,Partner Site,PayPal,57,Robert Grimes,Male,Boomer,Divorced,wagnercheryl@example.net,Budget Traveler
58,2024-01-28,4,Spa&Relax,Guided Tour,Argue cover,Evening,46.26,4,24,2024-02-21,1,Travel Agency,Transaction,58,Gail Garrett,Male,Gen Z,Divorced,nguyenvalerie@example.net,Luxury Seeker
59,2024-05-20,6,Family,Walking Tour,Travel account cup,Half Day,122.4,8,22,2024-06-11,1,Travel Agency,Transaction,59,Chelsea Simpson,Male,Gen Z,Divorced,davisbarry@example.net,Luxury Seeker
60,2024-01-31,1,Culture,VIP Experience,Leader entire,Personalized,53.88,10,27,2024-02-27,4,Partner Site,PayPal,60,Sarah Hopkins,Female,Gen X,Widowed,lauren96@example.net,Budget Traveler
61,2024-08-05,1,Culture,Bus Tour,Matter they mean,Morning,196.18,2,21,2024-08-26,4,Partner Site,Card,61,Tiffany Christian,Female,Boomer,Divorced,erik17@example.net,Solo Traveler
62,2024-05-12,4,Spa&Relax,Group Tour,Hour discover picture window,Half Day,196.28,3,2,2024-05-14,3,Website,PayPal,62,James Howard,Female,Boomer,Widowed,drakeedward@example.net,Business Traveler
63,2024-03-25,2,Sport,VIP Experience,Yard by,Whole Day,46.32,7,21,2024-04-15,3,Mobile App,Card,63,Louis Jones,Female,Gen X,Married,champton@example.com,Business Traveler
64,2024-05-07,5,Gastronomy,Walking Tour,Black concern state,Evening,182.02,3,6,2024-05-13,2,Website,Card,64,Bethany Martin,Male,Millennial,Single,rodneysullivan@example.com,Business Traveler
65,2024-10-28,4,Spa&Relax,Bus Tour,Lawyer realize,Morning,23.75,7,29,2024-11-26,2,Partner Site,Card,65,Daniel Farrell,Male,Gen Z,Married,anthonyjames@example.org,Budget Traveler
66,2024-04-02,3,Adventure,Guided Tour,Serious north eye,Half Day,49.96,4,25,2024-04-27,3,Website,Transaction,66,Kathleen Richard,Female,Gen Z,Married,heatherwright@example.org,Business Traveler
67,2024-03-11,6,Family,Bus Tour,Event organization body,Morning,171.58,9,30,2024-04-10,2,Partner Site,PayPal,67,Jessica Mitchell,Male,Millennial,Widowed,ljones@example.net,Luxury Seeker
68,2024-05-13,3,Adventure,Walking Tour,Certainly party develop,Morning,32.89,10,1,2024-05-14,3,Travel Agency,Transaction,68,Mr. James Evans DDS,Female,Boomer,Divorced,tjohnson@example.com,Luxury Seeker
69,2024-12-16,5,Gastronomy,Self-Guided,Debate simply actually,Personalized,26.76,9,9,2024-12-25,4,Mobile App,Card,69,Katelyn Rogers,Male,Boomer,Single,samantha28@example.org,Family
70,2024-01-03,4,Spa&Relax,VIP Experience,Throughout up,Morning,133.0,4,13,2024-01-16,4,Mobile App,Card,70,Craig Martin,Male,Gen X,Single,bradleyperez@example.com,Family
71,2024-03-02,2,Sport,Bus Tour,Trouble enjoy,Morning,119.97,1,13,2024-03-15,3,Partner Site,Card,71,Kathleen Evans,Male,Boomer,Divorced,omartin@example.com,Solo Traveler
72,2024-02-22,6,Family,Self-Guided,Line choice,Half Day,39.68,7,1,2024-02-23,2,Travel Agency,Transaction,72,Sandra Myers,Male,Gen Z,Single,swillis@example.net,Budget Traveler
73,2024-04-27,2,Sport,Guided Tour,Card young,Evening,73.88,9,28,2024-05-25,4,Website,Card,73,David Mcfarland,Female,Gen Z,Widowed,alexander94@example.org,Solo Traveler
74,2024-10-17,5,Gastronomy,Walking Tour,Firm game,Morning,50.98,8,20,2024-11-06,2,Website,PayPal,74,Aaron Campbell,Male,Gen Z,Divorced,valerieelliott@example.com,Business Traveler
75,2024-05-26,6,Family,VIP Experience,Small bring me,Morning,50.39,4,26,2024-06-21,2,Travel Agency,Transaction,75,Jeff Floyd,Female,Gen Z,Widowed,craigwilliamson@example.org,Solo Traveler
76,2024-01-02,2,Sport,VIP Experience,Instead amount middle,Personalized,192.56,6,20,2024-01-22,3,Mobile App,Card,76,Derek Archer,Female,Gen X,Divorced,debbiegeorge@example.com,Luxury Seeker
77,2024-02-22,1,Culture,Group Tour,Show Mrs talk,Evening,85.65,7,10,2024-03-03,4,Mobile App,Card,77,Christina Cooper,Male,Gen Z,Single,xtrevino@example.com,Family
78,2024-03-13,1,Culture,Group Tour,Move human red,Whole Day,168.55,3,6,2024-03-19,4,Travel Agency,Card,78,Jorge James,Female,Gen X,Divorced,mariah08@example.org,Budget Traveler
79,2024-08-29,4,Spa&Relax,Guided Tour,Near appear live tax,Personalized,128.86,5,3,2024-09-01,2,Mobile App,PayPal,79,Christopher Morgan,Female,Gen X,Married,phodges@example.net,Luxury Seeker
80,2024-09-21,1,Culture,Walking Tour,Human ten explain,Personalized,90.27,4,12,2024-10-03,3,Mobile App,Transaction,80,Hailey Oconnor,Male,Millennial,Widowed,stephanie05@example.net,Budget Traveler
81,2024-10-10,1,Culture,Group Tour,Certainly,Morning,158.13,6,5,2024-10-15,4,Partner Site,PayPal,81,Stephen Edwards,Female,Millennial,Married,jessica94@example.net,Solo Traveler
82,2024-07-02,5,Gastronomy,Guided Tour,Nothing degree least,Whole Day,52.47,4,28,2024-07-30,1,Mobile App,Transaction,82,Kayla Spencer,Female,Gen X,Single,kevin53@example.org,Family
83,2024-11-19,6,Family,Self-Guided,Eight leg,Whole Day,166.51,4,13,2024-12-02,3,Mobile App,Card,83,Erica Melendez,Male,Millennial,Married,thughes@example.com,Family
84,2024-09-25,6,Family,Self-Guided,Result feel,Evening,115.9,1,21,2024-10-16,2,Partner Site,PayPal,84,Jamie Lane,Male,Gen X,Divorced,aliciakelly@example.org,Business Traveler
85,2024-06-14,1,Culture,Bus Tour,Accept probably also,Personalized,21.23,3,9,2024-06-23,4,Mobile App,Card,85,Angela Lowe,Male,Gen X,Single,danielle77@example.org,Family
86,2024-04-29,2,Sport,Self-Guided,Too reach,Evening,45.24,9,13,2024-05-12,2,Travel Agency,Transaction,86,Randy Flores,Female,Boomer,Single,jill18@example.net,Business Traveler
87,2024-03-20,6,Family,Bus Tour,Lay door style,Whole Day,67.73,9,1,2024-03-21,4,Mobile App,Transaction,87,Gina Ryan,Male,Gen Z,Single,harveyjesse@example.com,Solo Traveler
88,2024-01-22,3,Adventure,VIP Experience,Maintain entire focus,Whole Day,129.51,3,23,2024-02-14,3,Travel Agency,Transaction,88,David Guerrero,Male,Boomer,Married,eric00@example.com,Business Traveler
89,2024-05-18,2,Sport,Group Tour,Win during west,Personalized,161.18,10,6,2024-05-24,4,Travel Agency,Transaction,89,Alexandra Young,Female,Millennial,Single,sdickerson@example.com,Business Traveler
90,2024-05-17,6,Family,Walking Tour,Art establish similar night,Morning,110.01,8,3,2024-05-20,2,Mobile App,Transaction,90,Michelle Smith,Female,Boomer,Married,lewisjames@example.com,Business Traveler
91,2024-09-28,6,Family,Group Tour,Court draw,Personalized,65.33,6,12,2024-10-10,3,Travel Agency,Card,91,Jeffrey Lee,Female,Boomer,Married,broberts@example.org,Family
92,2024-04-06,1,Culture,Group Tour,Apply suggest detail,Whole Day,177.32,7,27,2024-05-03,1,Website,Transaction,92,Matthew James,Female,Gen X,Married,crystal52@example.net,Business Traveler
93,2024-06-26,3,Adventure,Bus Tour,Yes give,Personalized,187.27,3,24,2024-07-20,3,Website,Transaction,93,Matthew Spears,Male,Gen X,Widowed,juliacampbell@example.com,Business Traveler
94,2024-06-20,3,Adventure,Walking Tour,Season friend second,Morning,179.12,8,1,2024-06-21,3,Travel Agency,Card,94,Eric Williams,Male,Gen Z,Single,mariajohnson@example.com,Business Traveler
95,2024-12-16,1,Culture,Self-Guided,Despite marriage,Personalized,135.03,5,9,2024-12-25,4,Website,PayPal,95,Jon Flores,Male,Millennial,Single,hunterpeter@example.com,Budget Traveler
96,2024-07-27,4,Spa&Relax,Group Tour,Vote deal another,Evening,168.81,9,23,2024-08-19,2,Mobile App,Card,96,Laura Collins,Female,Gen Z,Widowed,matthew72@example.net,Family
97,2024-05-29,6,Family,VIP Experience,Music heart,Evening,68.36,3,1,2024-05-30,2,Partner Site,Transaction,97,Shaun Johnson,Male,Gen Z,Single,daguilar@example.org,Solo Traveler
98,2024-09-17,3,Adventure,Group Tour,Check style,Personalized,89.33,10,15,2024-10-02,1,Mobile App,Card,98,Adam Hobbs,Female,Millennial,Widowed,ashleybarrett@example.org,Budget Traveler
99,2024-12-05,3,Adventure,Guided Tour,Trouble security raise,Half Day,141.66,3,22,2024-12-27,3,Website,Card,99,James Reed,Female,Boomer,Married,gvelez@example.org,Family
100,2024-07-10,6,Family,VIP Experience,Body song,Morning,26.14,8,13,2024-07-23,1,Website,Card,100,Calvin Gay,Male,Boomer,Widowed,pnguyen@example.org,Family
101,2024-03-16,3,Adventure,VIP Experience,Relate compare,Whole Day,62.81,8,19,2024-04-04,4,Travel Agency,Card,101,Alicia Browning,Male,Gen X,Widowed,daviserik@example.com,Budget Traveler
102,2024-05-12,6,Family,Walking Tour,Himself put look,Morning,179.98,10,18,2024-05-30,4,Website,Transaction,102,Jason Willis,Male,Boomer,Divorced,mvance@example.net,Budget Traveler
103,2024-11-19,5,Gastronomy,Self-Guided,Face manage likely,Half Day,181.32,2,5,2024-11-24,1,Mobile App,Transaction,103,Lindsay Davis,Female,Gen X,Divorced,patricia13@example.org,Luxury Seeker
104,2024-06-25,2,Sport,Walking Tour,Force direction oil,Whole Day,166.26,3,24,2024-07-19,3,Partner Site,PayPal,104,Jorge Meadows,Male,Millennial,Widowed,oanderson@example.com,Solo Traveler
105,2024-05-30,5,Gastronomy,Bus Tour,Always anyone executive,Whole Day,173.85,2,20,2024-06-19,3,Travel Agency,PayPal,105,Alicia Hernandez,Male,Millennial,Single,zmoody@example.com,Luxury Seeker
106,2024-04-09,2,Sport,Self-Guided,Indicate forget,Evening,47.54,10,8,2024-04-17,4,Travel Agency,Transaction,106,Manuel Martin,Male,Gen Z,Widowed,josephmyers@example.org,Luxury Seeker
107,2024-12-09,1,Culture,Self-Guided,Consumer moment,Evening,63.46,7,30,2025-01-08,2,Travel Agency,Card,107,Emily Powell,Female,Millennial,Married,zcampbell@example.net,Luxury Seeker
108,2024-06-03,1,Culture,Walking Tour,Option alone red,Half Day,60.7,3,10,2024-06-13,2,Travel Agency,PayPal,108,Jennifer Miller,Male,Millennial,Single,katieparker@example.net,Family
109,2024-12-22,5,Gastronomy,Group Tour,Soon west week,Whole Day,121.03,3,11,2025-01-02,3,Mobile App,Card,109,Patricia Hammond,Female,Gen Z,Widowed,fisherstephen@example.org,Budget Traveler
110,2024-09-26,2,Sport,VIP Experience,Truth expert,Personalized,39.07,9,11,2024-10-07,4,Website,Card,110,Sherri Wyatt,Male,Boomer,Single,stephaniebrewer@example.com,Business Traveler
111,2024-09-21,6,Family,Bus Tour,Watch boy,Half Day,169.41,4,4,2024-09-25,1,Partner Site,Transaction,111,Troy Smith,Female,Gen X,Single,christine88@example.org,Solo Traveler
112,2024-02-04,2,Sport,Walking Tour,Pay bar,Whole Day,158.95,1,21,2024-02-25,1,Partner Site,Card,112,Whitney Roy,Female,Gen X,Divorced,johnsonalbert@example.com,Luxury Seeker
113,2024-05-22,3,Adventure,Guided Tour,Indicate month lot city,Morning,106.82,6,8,2024-05-30,4,Travel Agency,PayPal,113,Melissa Parker,Female,Gen Z,Widowed,davidparks@example.net,Luxury Seeker
114,2024-04-26,1,Culture,VIP Experience,One day actually,Half Day,155.92,1,20,2024-05-16,1,Mobile App,PayPal,114,Raymond Thomas,Female,Gen Z,Divorced,ecole@example.com,Luxury Seeker
115,2024-05-30,2,Sport,Guided Tour,Image spend choose,Morning,179.14,7,21,2024-06-20,3,Website,PayPal,115,Michelle Webb,Male,Boomer,Single,thomasjuan@example.org,Business Traveler
116,2024-03-24,5,Gastronomy,Group Tour,Direction theory,Half Day,177.41,4,5,2024-03-29,3,Website,PayPal,116,David Grant,Female,Gen X,Married,keith26@example.net,Luxury Seeker
117,2024-11-03,1,Culture,Guided Tour,Only along million,Evening,84.53,9,24,2024-11-27,1,Travel Agency,Transaction,117,Stephanie Taylor,Male,Gen Z,Divorced,ljames@example.com,Budget Traveler
118,2024-09-02,5,Gastronomy,Self-Guided,Land special,Evening,57.6,5,22,2024-09-24,3,Partner Site,PayPal,118,Rodney Mcgee,Female,Boomer,Single,christopher88@example.com,Family
119,2024-11-07,1,Culture,VIP Experience,Total realize against matter,Morning,101.66,10,22,2024-11-29,1,Partner Site,Card,119,Matthew Phillips,Female,Gen Z,Widowed,garneraaron@example.org,Business Traveler
120,2024-11-19,3,Adventure,Bus Tour,Price feel case member,Half Day,193.73,1,14,2024-12-03,4,Website,PayPal,120,Ryan Morrow,Female,Gen X,Single,rodney78@example.org,Family
121,2024-02-18,4,Spa&Relax,Group Tour,Big figure,Half Day,184.44,7,22,2024-03-11,2,Website,Transaction,121,Kristy Houston,Female,Millennial,Married,bethcross@example.com,Family
122,2024-07-04,5,Gastronomy,Group Tour,Have around,Half Day,99.05,9,12,2024-07-16,2,Website,PayPal,122,Jeff Parker,Female,Boomer,Widowed,nathaniel04@example.com,Luxury Seeker
123,2024-04-20,3,Adventure,Bus Tour,Leave pull,Whole Day,129.7,2,11,2024-05-01,1,Mobile App,Card,123,Dennis Smith,Male,Gen Z,Single,jessicavargas@example.org,Business Traveler
124,2024-05-23,1,Culture,Guided Tour,Put professor,Whole Day,198.48,2,9,2024-06-01,3,Travel Agency,PayPal,124,Jason Warren,Male,Gen Z,Divorced,tingram@example.org,Family
125,2024-12-17,3,Adventure,Guided Tour,Garden,Whole Day,104.46,10,12,2024-12-29,1,Travel Agency,PayPal,125,William Sellers,Female,Gen X,Married,grantjohnson@example.org,Luxury Seeker
126,2024-07-25,1,Culture,Bus Tour,Suffer mouth moment,Personalized,119.98,1,9,2024-08-03,3,Travel Agency,Transaction,126,Sydney Morrow,Female,Gen Z,Divorced,lambkenneth@example.net,Solo Traveler
127,2024-05-07,1,Culture,VIP Experience,Court challenge may tell,Half Day,37.04,1,8,2024-05-15,3,Mobile App,PayPal,127,Alexis Clarke,Female,Gen Z,Widowed,ashleyerickson@example.org,Family
128,2024-08-11,2,Sport,Self-Guided,Six black,Personalized,46.52,5,1,2024-08-12,2,Travel Agency,PayPal,128,Robert Anderson,Female,Gen Z,Married,michael60@example.net,Business Traveler
129,2024-06-04,4,Spa&Relax,Self-Guided,Create and him contain,Morning,108.73,4,27,2024-07-01,4,Travel Agency,PayPal,129,Anna Edwards,Male,Gen Z,Widowed,katherinehall@example.org,Budget Traveler
130,2024-07-02,4,Spa&Relax,Guided Tour,Especially full,Whole Day,169.55,10,22,2024-07-24,4,Mobile App,PayPal,130,James Thomas,Male,Gen X,Widowed,nashaaron@example.com,Budget Traveler
131,2024-09-22,1,Culture,Group Tour,Such himself give his,Personalized,173.71,4,28,2024-10-20,3,Mobile App,Card,131,Paul Johnson,Male,Gen Z,Married,flemingjonathan@example.org,Business Traveler
132,2024-10-17,4,Spa&Relax,Bus Tour,Until,Whole Day,161.4,1,7,2024-10-24,2,Mobile App,PayPal,132,Janet Carr,Male,Millennial,Divorced,adrian84@example.net,Budget Traveler
133,2024-01-27,3,Adventure,Bus Tour,Carry,Personalized,88.04,8,14,2024-02-10,2,Partner Site,Card,133,Michael Richardson,Female,Millennial,Divorced,medinamonica@example.com,Business Traveler
134,2024-05-11,4,Spa&Relax,Guided Tour,White use paper,Morning,35.74,9,9,2024-05-20,2,Mobile App,Transaction,134,Christian Berry,Male,Gen Z,Widowed,shane34@example.com,Business Traveler
135,2024-11-22,4,Spa&Relax,Self-Guided,Side,Half Day,154.6,8,2,2024-11-24,1,Mobile App,PayPal,135,Aaron Nelson,Male,Millennial,Widowed,mwolfe@example.com,Family
136,2024-04-22,1,Culture,Self-Guided,Though high help,Half Day,73.63,3,25,2024-05-17,2,Mobile App,Card,136,Joseph Diaz,Male,Millennial,Divorced,dixonmichael@example.com,Budget Traveler
137,2024-04-22,6,Family,Self-Guided,Meeting challenge,Whole Day,34.97,5,6,2024-04-28,1,Partner Site,PayPal,137,Julia Fields,Female,Boomer,Married,jonathan43@example.org,Solo Traveler
