Transaction Number,Transaction Date,Product ID,Product Category,Subcategories,Excursion Name,Excursion Type,Price pP,Units Sold,Days to Excursion,Excursion Date,Channel ID,Sales Channel,Sales Method,Client ID,Client Name,Gender,Generation,Marital Status,Email,Client Segment
28,2023-11-30,5,Gastronomy,Group Tour,If provide foot,Half Day,91.85,4,3,2023-12-03,4,Travel Agency,Transaction,28,Cynthia Hensley,Male,Gen X,Divorced,felicia68@example.com,Business Traveler
29,2023-10-28,2,Sport,Walking Tour,Hand believe,Evening,23.4,10,19,2023-11-16,1,Website,PayPal,29,Lauren Humphrey,Male,Millennial,Divorced,ganderson@example.org,Budget Traveler
30,2023-01-17,6,Family,VIP Experience,They front,Whole Day,68.76,9,5,2023-01-22,3,Travel Agency,Transaction,30,Emily Lewis,Male,Gen Z,Widowed,christopher13@example.org,Business Traveler
31,2023-10-03,5,Gastronomy,Bus Tour,Training success employee write,Half Day,50.36,1,15,2023-10-18,4,Partner Site,Card,31,Christopher Chapman,Female,Gen X,Married,philip15@example.com,Luxury Seeker
32,2023-05-13,5,Gastronomy,Walking Tour,Home general speech,Evening,147.12,3,21,2023-06-03,1,Partner Site,Card,32,James Vance,Male,Boomer,Married,aliciawilliamson@example.net,Luxury Seeker
33,2023-11-03,3,Adventure,VIP Experience,Nation doctor,Morning,26.74,10,4,2023-11-07,2,Partner Site,Card,33,Crystal Price,Male,Gen Z,Widowed,eric80@example.net,Business Traveler
34,2023-04-08,4,Spa&Relax,VIP Experience,Thus head use,Evening,167.41,3,27,2023-05-05,1,Mobile App,Card,34,William White,Male,Gen X,Married,shannondominguez@example.com,Family
35,2023-10-11,3,Adventure,Self-Guided,The before,Whole Day,130.41,3,21,2023-11-01,2,Website,Transaction,35,Melissa Sanchez,Female,Boomer,Married,ashley96@example.com,Solo Traveler
36,2023-09-21,2,Sport,Bus Tour,Situation dinner,Half Day,161.1,1,29,2023-10-20,2,Mobile App,PayPal,36,Michele Ramirez,Male,Boomer,Married,bethany77@example.net,Solo Traveler
37,2023-09-06,5,Gastronomy,Walking Tour,Born step job,Personalized,115.05,7,3,2023-09-09,4,Mobile App,Transaction,37,Toni Brown,Male,Gen Z,Married,hopkinsnathaniel@example.org,Family
38,2023-10-09,2,Sport,Group Tour,Than man,Half Day,60.99,8,14,2023-10-23,4,Mobile App,Transaction,38,Paul Sloan,Female,Gen X,Divorced,wbowman@example.org,Business Traveler
39,2023-05-28,4,Spa&Relax,Self-Guided,Beyond group significant,Half Day,187.54,5,3,2023-05-31,1,Travel Agency,PayPal,39,Brenda Garcia,Female,Millennial,Divorced,ramosdawn@example.net,Family
40,2023-09-26,6,Family,Group Tour,Himself education,Personalized,64.6,7,24,2023-10-20,2,Partner Site,Transaction,40,Stephanie Edwards,Male,Gen X,Divorced,robert08@example.org,Luxury Seeker
41,2023-07-26,1,Culture,Self-Guided,Stock yes mission strong,Half Day,119.84,7,2,2023-07-28,2,Travel Agency,PayPal,41,Jeffrey Jackson,Female,Boomer,Divorced,ngriffith@example.net,Luxury Seeker
42,2023-02-25,5,Gastronomy,Walking Tour,General section drop question,Morning,108.54,5,25,2023-03-22,3,Mobile App,Card,42,Alexis Savage,Male,Millennial,Widowed,aliciaphillips@example.org,Family
43,2023-11-03,6,Family,Walking Tour,Season amount,Personalized,26.8,4,24,2023-11-27,4,Website,Card,43,Mariah Gonzalez,Male,Gen X,Single,juanperez@example.org,Budget Traveler
44,2023-10-15,1,Culture,Group Tour,Dream few job,Whole Day,37.67,9,22,2023-11-06,3,Website,PayPal,44,Brenda Smith,Female,Gen Z,Widowed,qwilliams@example.net,Business Traveler
45,2023-02-22,3,Adventure,Group Tour,His at age,Half Day,28.32,9,14,2023-03-08,1,Travel Agency,Card,45,Anna Henderson,Male,Millennial,Married,broman@example.org,Budget Traveler
46,2023-03-27,6,Family,Group Tour,Fear effort feel civil,Personalized,172.76,5,12,2023-04-08,2,Mobile App,Card,46,Christopher Lee,Male,Millennial,Married,ymoore@example.net,Budget Traveler
47,2023-07-27,5,Gastronomy,Self-Guided,Available much,Morning,76.7,7,27,2023-08-23,3,Mobile App,PayPal,47,Timothy Moore,Male,Millennial,Widowed,lwilcox@example.com,Family
48,2023-03-29,4,Spa&Relax,Bus Tour,Box he choice,Whole Day,173.96,1,20,2023-04-18,4,Website,PayPal,48,Kelli Tran,Male,Gen Z,Widowed,hillcheryl@example.com,Budget Traveler
49,2023-06-03,5,Gastronomy,Bus Tour,Matter but,Whole Day,167.15,3,25,2023-06-28,1,Partner Site,Card,49,Ruben Scott,Male,Gen X,Widowed,qbrooks@example.net,Business Traveler
50,2023-07-19,2,Sport,Walking Tour,Boy how,Personalized,184.02,4,14,2023-08-02,3,Mobile App,Card,50,Christopher Reyes,Female,Millennial,Divorced,christopher91@example.org,Solo Traveler
51,2023-08-10,2,Sport,Guided Tour,Music mission,Evening,81.68,9,11,2023-08-21,4,Travel Agency,Transaction,51,Courtney Macias,Male,Gen Z,Single,sandersashley@example.net,Budget Traveler
52,2023-03-31,3,Adventure,Guided Tour,Hope,Evening,72.79,10,4,2023-04-04,4,Mobile App,Transaction,52,Eric James,Female,Boomer,Single,jeffersonwilliam@example.com,Luxury Seeker
53,2023-09-14,5,Gastronomy,Guided Tour,Tax firm,Half Day,117.2,9,10,2023-09-24,1,Partner Site,PayPal,53,Steven Espinoza,Female,Gen X,Married,connorbriggs@example.org,Budget Traveler
54,2023-07-05,5,Gastronomy,Walking Tour,Own green,Morning,192.57,7,10,2023-07-15,1,Travel Agency,Card,54,Barbara Nichols,Female,Boomer,Divorced,nicholecook@example.net,Family
55,2023-12-30,1,Culture,Self-Guided,Treatment,Morning,162.89,2,30,2024-01-29,1,Partner Site,PayPal,55,Sarah Adams,Male,Gen X,Married,fmorales@example.org,Solo Traveler
56,2023-08-25,3,Adventure,VIP Experience,Practice through,Whole Day,121.95,9,17,2023-09-11,3,Partner Site,PayPal,56,Karen Smith,Female,Millennial,Divorced,andersondonald@example.org,Business Traveler
57,2023-01-20,4,Spa&Relax,Guided Tour,While others generation,Personalized,45.08,8,19,2023-02-08,3,Partner Site,Card,57,Kristen Martinez,Male,Millennial,Divorced,samanthaboyd@example.org,Business Traveler
58,2023-02-04,5,Gastronomy,Self-Guided,Argue,Morning,103.98,3,9,2023-02-13,2,Mobile App,PayPal,58,Brian Evans,Female,Gen Z,Widowed,paul76@example.net,Family
59,2023-04-17,2,Sport,Self-Guided,Should down beyond,Half Day,73.11,10,7,2023-04-24,3,Mobile App,Card,59,Henry West,Female,Millennial,Divorced,cblevins@example.org,Solo Traveler
60,2023-02-08,4,Spa&Relax,Bus Tour,Book,Half Day,79.94,3,27,2023-03-07,3,Website,Card,60,Jeffrey Smith,Male,Gen X,Widowed,mwatson@example.net,Solo Traveler
61,2023-12-01,4,Spa&Relax,Self-Guided,Ten believe choice,Evening,131.34,10,14,2023-12-15,4,Travel Agency,Card,61,Kathryn Ball,Female,Millennial,Married,christina40@example.com,Business Traveler
62,2023-04-13,5,Gastronomy,Bus Tour,Buy staff,Evening,47.74,9,17,2023-04-30,3,Mobile App,Transaction,62,Larry Mclaughlin,Male,Millennial,Married,jean91@example.com,Family
63,2023-07-11,3,Adventure,Self-Guided,Both through,Half Day,48.98,10,5,2023-07-16,1,Travel Agency,Card,63,Wayne Taylor,Female,Gen X,Single,ptorres@example.org,Budget Traveler
64,2023-11-18,3,Adventure,Bus Tour,Chair century audience recent,Evening,47.04,3,29,2023-12-17,2,Mobile App,Transaction,64,Mark Coleman,Female,Millennial,Single,matthew12@example.net,Family
65,2023-10-23,3,Adventure,VIP Experience,Few how wall,Personalized,156.76,9,30,2023-11-22,1,Partner Site,Card,65,Darlene Chaney,Female,Boomer,Single,taylorshannon@example.com,Luxury Seeker
66,2023-04-05,4,Spa&Relax,Bus Tour,Work,Whole Day,117.89,8,9,2023-04-14,2,Partner Site,Transaction,66,Kenneth Anderson,Female,Millennial,Married,jonathan76@example.org,Business Traveler
67,2023-02-01,3,Adventure,Group Tour,A service,Personalized,70.44,1,18,2023-02-19,1,Travel Agency,Card,67,Sean Scott,Male,Gen X,Single,uconner@example.org,Budget Traveler
68,2023-03-07,4,Spa&Relax,Self-Guided,Member,Half Day,143.1,9,2,2023-03-09,1,Travel Agency,PayPal,68,Natasha Morgan,Female,Millennial,Widowed,greenashley@example.com,Solo Traveler
69,2023-03-26,5,Gastronomy,VIP Experience,Thousand ten,Morning,83.78,1,16,2023-04-11,1,Travel Agency,PayPal,69,Lawrence Bond,Female,Gen Z,Widowed,dmorris@example.org,Family
70,2023-10-13,6,Family,Walking Tour,Also style second tree,Half Day,71.23,2,15,2023-10-28,3,Mobile App,Transaction,70,Timothy Soto,Female,Boomer,Married,fcross@example.org,Business Traveler
71,2023-04-09,3,Adventure,Group Tour,Hit stay,Whole Day,123.79,8,25,2023-05-04,4,Partner Site,PayPal,71,Anthony Henderson,Female,Gen X,Married,pricejuan@example.org,Luxury Seeker
72,2023-01-16,5,Gastronomy,Walking Tour,Spring possible,Personalized,167.41,5,23,2023-02-08,2,Mobile App,Card,72,Stephanie Parrish,Female,Gen X,Married,lwang@example.org,Family
73,2023-06-11,1,Culture,Guided Tour,Republican hair,Half Day,93.93,9,16,2023-06-27,2,Partner Site,Transaction,73,Henry Hogan,Female,Millennial,Divorced,eugenebell@example.net,Solo Traveler
74,2023-11-07,6,Family,Group Tour,Involve,Evening,65.02,8,1,2023-11-08,1,Travel Agency,Transaction,74,Eric Davis,Female,Boomer,Widowed,dfranco@example.net,Budget Traveler
75,2023-03-09,4,Spa&Relax,Group Tour,Factor understand future,Personalized,81.65,8,4,2023-03-13,4,Partner Site,Card,75,Maria Burton,Male,Gen X,Widowed,qnewman@example.org,Solo Traveler
76,2023-01-13,5,Gastronomy,VIP Experience,Heavy between,Morning,46.99,7,8,2023-01-21,1,Mobile App,Card,76,Rebekah Anderson,Male,Gen Z,Widowed,qcooper@example.net,Family
77,2023-11-21,4,Spa&Relax,Bus Tour,Teacher question always,Half Day,128.73,7,24,2023-12-15,3,Website,Transaction,77,Kevin Morris,Female,Gen Z,Divorced,jasontaylor@example.net,Luxury Seeker
78,2023-11-06,3,Adventure,Guided Tour,White head worker act,Whole Day,155.31,7,28,2023-12-04,4,Partner Site,Card,78,Mark Rodriguez,Male,Millennial,Married,qmorrison@example.org,Luxury Seeker
79,2023-06-08,1,Culture,Self-Guided,Officer left,Evening,96.11,7,14,2023-06-22,1,Partner Site,Transaction,79,Christine Peterson,Female,Millennial,Married,mgardner@example.org,Family
80,2023-05-01,1,Culture,Group Tour,Treatment,Whole Day,191.89,5,9,2023-05-10,1,Partner Site,Card,80,Angel Miller,Male,Millennial,Widowed,morrismichael@example.net,Family
81,2023-04-17,6,Family,Bus Tour,Fill tell catch,Half Day,32.9,6,6,2023-04-23,2,Website,Transaction,81,Rachael Wilson,Male,Gen Z,Single,hensonrobert@example.net,Solo Traveler
82,2023-03-31,3,Adventure,Guided Tour,Role upon commercial beat,Evening,81.0,2,18,2023-04-18,4,Website,Transaction,82,Karen Meyers,Female,Boomer,Single,thomasjose@example.org,Family
83,2023-09-23,2,Sport,Walking Tour,General fund,Morning,186.18,4,23,2023-10-16,1,Website,PayPal,83,Hannah Jones,Male,Gen Z,Divorced,josephclark@example.org,Solo Traveler
84,2023-10-03,3,Adventure,VIP Experience,Act likely police,Whole Day,91.87,3,20,2023-10-23,4,Travel Agency,PayPal,84,Darren King,Female,Boomer,Single,thomaslewis@example.org,Luxury Seeker
85,2023-05-10,6,Family,Self-Guided,Scientist seek spend,Whole Day,198.7,7,30,2023-06-09,4,Travel Agency,Card,85,Martha Wilkins,Male,Gen Z,Widowed,lorifoster@example.com,Budget Traveler
86,2023-05-18,4,Spa&Relax,Bus Tour,Democrat,Whole Day,146.82,8,16,2023-06-03,2,Partner Site,Card,86,Angela Nguyen,Male,Millennial,Divorced,walkermelinda@example.net,Solo Traveler
87,2023-07-10,1,Culture,Group Tour,Kind another among,Whole Day,61.71,7,7,2023-07-17,2,Partner Site,Transaction,87,Cheyenne Porter,Male,Gen Z,Divorced,jennifermartinez@example.net,Budget Traveler
88,2023-01-10,4,Spa&Relax,Bus Tour,Act peace,Evening,101.34,3,29,2023-02-08,1,Partner Site,Transaction,88,Brandi Murray,Male,Gen Z,Married,christopher27@example.com,Budget Traveler
89,2023-09-30,4,Spa&Relax,Walking Tour,Dog hear,Morning,193.31,7,16,2023-10-16,1,Website,PayPal,89,Ryan Jacobson,Female,Gen X,Divorced,matthew83@example.com,Solo Traveler
90,2023-04-07,1,Culture,Self-Guided,Interest need worry,Morning,110.08,4,7,2023-04-14,3,Travel Agency,Card,90,Timothy Smith,Male,Gen Z,Divorced,kennethbaker@example.org,Family
91,2023-02-11,5,Gastronomy,Walking Tour,Around,Personalized,156.2,9,17,2023-02-28,1,Partner Site,PayPal,91,Christopher Thomas,Female,Gen Z,Single,william36@example.com,Luxury Seeker
92,2023-11-22,3,Adventure,Guided Tour,Economy former,Personalized,25.33,5,7,2023-11-29,4,Partner Site,Transaction,92,Caitlin Salazar,Female,Gen X,Single,nhoward@example.com,Business Traveler
93,2023-10-12,1,Culture,Self-Guided,While center protect,Half Day,53.5,3,9,2023-10-21,3,Travel Agency,Transaction,93,Ashley Drake,Male,Boomer,Married,kathleen97@example.org,Family
94,2023-02-15,4,Spa&Relax,Group Tour,Quite bit second,Morning,57.01,5,6,2023-02-21,1,Travel Agency,Card,94,Damon Wheeler,Male,Millennial,Widowed,shortkristen@example.org,Family
95,2023-04-21,5,Gastronomy,Group Tour,Once rate,Whole Day,36.42,2,6,2023-04-27,4,Website,Transaction,95,Lori Kelley,Male,Boomer,Single,katherinehernandez@example.org,Business Traveler
96,2023-01-14,5,Gastronomy,Bus Tour,Growth student,Whole Day,189.78,1,14,2023-01-28,3,Mobile App,PayPal,96,Amanda Wolf,Female,Gen X,Divorced,nguyenanna@example.net,Budget Traveler
97,2023-11-23,6,Family,Guided Tour,Others determine wife,Half Day,131.64,9,15,2023-12-08,1,Travel Agency,PayPal,97,Daniel Lane,Male,Boomer,Married,ruiznicholas@example.org,Budget Traveler
98,2023-08-01,4,Spa&Relax,Self-Guided,Between realize,Half Day,123.22,9,5,2023-08-06,1,Website,Transaction,98,Matthew Wilson,Male,Gen X,Single,russellholland@example.net,Family
99,2023-03-23,5,Gastronomy,Group Tour,Unit agent hotel,Half Day,37.52,2,2,2023-03-25,1,Partner Site,Transaction,99,Leon Williams,Female,Millennial,Divorced,kimberly25@example.com,Solo Traveler
100,2023-04-29,5,Gastronomy,Walking Tour,Nation television itself feel,Whole Day,55.98,4,25,2023-05-24,2,Mobile App,PayPal,100,Kayla Kelly,Male,Gen X,Single,edward13@example.org,Luxury Seeker
101,2023-06-27,6,Family,Bus Tour,History,Evening,65.52,2,2,2023-06-29,2,Mobile App,Transaction,101,Kelly Bell,Female,Millennial,Widowed,treynolds@example.com,Family
102,2023-07-09,1,Culture,Walking Tour,Himself choice this,Personalized,190.19,3,5,2023-07-14,4,Mobile App,Card,102,Anthony Brown,Female,Millennial,Widowed,brownjulie@example.org,Family
103,2023-01-05,3,Adventure,VIP Experience,Five computer,Whole Day,57.63,5,8,2023-01-13,1,Partner Site,Transaction,103,Cynthia Perry,Female,Gen X,Divorced,sarahperez@example.com,Family
104,2023-10-20,6,Family,Walking Tour,Sell determine before,Half Day,86.66,8,27,2023-11-16,1,Travel Agency,Transaction,104,Nicole Martinez,Female,Gen Z,Single,ralph38@example.net,Family
105,2023-08-01,2,Sport,Walking Tour,Offer care,Morning,72.49,7,13,2023-08-14,4,Website,PayPal,105,Dustin Hammond,Male,Gen X,Single,brentwhite@example.org,Family
106,2023-06-29,6,Family,Guided Tour,Price owner,Personalized,91.72,8,19,2023-07-18,3,Website,Card,106,Christopher Johnson,Female,Millennial,Divorced,cameron79@example.org,Family
107,2023-04-25,2,Sport,Self-Guided,Beat anyone,Half Day,31.69,2,12,2023-05-07,2,Website,Transaction,107,Nicole Robinson,Female,Gen X,Married,amber81@example.com,Luxury Seeker
108,2023-04-11,5,Gastronomy,VIP Experience,Service receive enter,Whole Day,51.47,2,16,2023-04-27,4,Website,PayPal,108,Emily Morris MD,Female,Gen X,Divorced,wadepatricia@example.net,Business Traveler
109,2023-03-30,2,Sport,Walking Tour,Represent sport,Personalized,111.82,9,23,2023-04-22,3,Travel Agency,Transaction,109,Ronald Wilson,Female,Gen X,Divorced,figueroadavid@example.com,Business Traveler
110,2023-04-14,5,Gastronomy,Self-Guided,With plant you,Personalized,115.93,2,27,2023-05-11,1,Travel Agency,PayPal,110,Sharon Garrett,Female,Gen Z,Widowed,jordan59@example.net,Business Traveler
111,2023-11-07,4,Spa&Relax,Bus Tour,Fall somebody,Evening,140.15,7,2,2023-11-09,2,Mobile App,Card,111,Linda Brewer,Female,Boomer,Divorced,mikeedwards@example.com,Business Traveler
112,2023-03-04,4,Spa&Relax,VIP Experience,Race contain,Whole Day,87.8,3,12,2023-03-16,4,Partner Site,Card,112,Carlos Gonzalez,Male,Boomer,Married,justinschultz@example.org,Family
113,2023-12-23,5,Gastronomy,VIP Experience,Any operation,Personalized,20.16,7,12,2024-01-04,4,Mobile App,PayPal,113,Jeffery Smith,Male,Gen Z,Single,burchkimberly@example.net,Budget Traveler
114,2023-05-12,1,Culture,Guided Tour,Thousand,Morning,21.6,7,15,2023-05-27,1,Travel Agency,Card,114,Renee Lambert,Female,Gen X,Widowed,piercerichard@example.net,Family
115,2023-02-24,6,Family,VIP Experience,Color,Half Day,142.82,1,10,2023-03-06,3,Partner Site,Card,115,Elizabeth Nichols,Female,Gen X,Single,madison28@example.org,Family
116,2023-02-04,6,Family,Bus Tour,Mouth catch peace,Morning,42.81,7,3,2023-02-07,2,Website,Transaction,116,Kara Parks,Male,Millennial,Divorced,rmoore@example.net,Family
117,2023-12-14,6,Family,Group Tour,Another station,Whole Day,107.4,5,5,2023-12-19,3,Mobile App,Transaction,117,Monica Lopez,Male,Boomer,Widowed,paul37@example.net,Budget Traveler
118,2023-02-13,1,Culture,Bus Tour,Feel be,Evening,145.19,1,8,2023-02-21,1,Website,Card,118,Vanessa Glover,Female,Gen Z,Single,roberto93@example.org,Family
119,2023-09-28,1,Culture,Bus Tour,Hope,Half Day,145.17,10,2,2023-09-30,3,Mobile App,Card,119,Thomas Espinoza,Male,Millennial,Married,johnroberts@example.com,Luxury Seeker
120,2023-04-03,3,Adventure,Self-Guided,Thousand under huge,Evening,23.33,7,27,2023-04-30,3,Website,Transaction,120,Danielle Grimes,Female,Gen Z,Divorced,mcdowelljoseph@example.org,Business Traveler
121,2023-12-02,3,Adventure,Self-Guided,Sense into group,Evening,128.79,7,20,2023-12-22,3,Partner Site,Transaction,121,Ronald Ferguson,Male,Millennial,Single,brandon77@example.com,Luxury Seeker
122,2023-06-29,4,Spa&Relax,Walking Tour,Skill major race,Personalized,51.29,2,8,2023-07-07,1,Travel Agency,PayPal,122,Samuel Anderson,Female,Gen X,Married,joshuanolan@example.org,Budget Traveler
123,2023-01-31,4,Spa&Relax,Guided Tour,Newspaper here special yes,Personalized,69.74,9,25,2023-02-25,2,Mobile App,Transaction,123,Sharon Wright,Male,Gen X,Married,madison46@example.net,Budget Traveler
124,2023-06-28,6,Family,VIP Experience,Lot part push,Half Day,94.62,4,27,2023-07-25,2,Partner Site,PayPal,124,Dominique Brown,Female,Millennial,Married,travislandry@example.org,Business Traveler
125,2023-10-27,2,Sport,Self-Guided,Build stay return,Personalized,164.85,3,20,2023-11-16,3,Travel Agency,Transaction,125,Victoria Jones,Male,Gen Z,Divorced,savagederrick@example.com,Budget Traveler
126,2023-08-25,4,Spa&Relax,Guided Tour,Hope another,Personalized,146.44,9,29,2023-09-23,1,Travel Agency,Card,126,Lori Anderson,Male,Gen Z,Widowed,erinnguyen@example.net,Family
127,2023-11-03,6,Family,VIP Experience,Fast south pretty against,Whole Day,75.48,7,16,2023-11-19,4,Website,Card,127,Curtis Rhodes,Female,Gen Z,Divorced,hcopeland@example.com,Solo Traveler
128,2023-10-05,4,Spa&Relax,Guided Tour,Cold during,Half Day,168.74,7,4,2023-10-09,4,Travel Agency,PayPal,128,Valerie Mcmillan,Female,Gen Z,Married,rossshawna@example.net,Solo Traveler
129,2023-04-14,1,Culture,Bus Tour,Loss stand hour,Morning,65.62,3,21,2023-05-05,3,Travel Agency,Transaction,129,Lindsay Thomas,Female,Gen X,Widowed,pricemorgan@example.net,Budget Traveler
130,2023-04-22,2,Sport,VIP Experience,Box wonder,Personalized,103.19,6,28,2023-05-20,1,Website,Card,130,Carla Edwards,Female,Gen X,Widowed,jayrush@example.org,Solo Traveler
131,2023-11-26,6,Family,Guided Tour,Commercial program risk under,Half Day,116.3,10,6,2023-12-02,2,Travel Agency,Transaction,131,Zachary Day,Female,Gen X,Single,nhernandez@example.net,Business Traveler
132,2023-08-16,3,Adventure,Bus Tour,Military design student,Personalized,30.48,2,27,2023-09-12,3,Partner Site,PayPal,132,Jason Mcguire,Male,Millennial,Divorced,jessicagreen@example.net,Business Traveler
133,2023-10-08,2,Sport,Guided Tour,Try red establish,Personalized,81.34,1,13,2023-10-21,4,Travel Agency,Transaction,133,Nancy Bryant,Male,Boomer,Married,michelle88@example.com,Solo Traveler
134,2023-03-31,6,Family,Self-Guided,Bring be analysis,Half Day,99.58,5,7,2023-04-07,2,Mobile App,PayPal,134,Tara Pratt,Female,Millennial,Divorced,carol89@example.com,Family
135,2023-06-07,6,Family,Walking Tour,Run start choice,Half Day,159.7,3,13,2023-06-20,1,Website,PayPal,135,Mr. Mark Rodgers,Female,Gen Z,Married,acline@example.net,Business Traveler
136,2023-01-20,2,Sport,Self-Guided,Respond type too,Evening,192.26,8,12,2023-02-01,3,Partner Site,PayPal,136,Jerome Doyle,Female,Gen Z,Married,acantu@example.net,Business Traveler
137,2023-02-06,1,Culture,Self-Guided,Collection item,Whole Day,176.02,7,12,2023-02-18,1,Website,PayPal,137,Christopher Johnson,Female,Gen Z,Widowed,dustin25@example.com,Business Traveler
